Ano-calendário;Código da Receita Tributária;Descrição;Valor da Receita Tributária;Percentual do PIB;;;;
2005;4400.03;Outros Tributos Municipais;5319,156439;0,007307093;;;;
2005;4500;Contribuições Previdenciárias;384,7463005;0,000528538;;;;
2005;4500.01;Contrib. Previdenciária sobre Faturamento;0;0;;;;
2005;4500.02;Adicional à Contribuição Previdenciária;384,7463005;0,000528538;;;;
2005;4600;Outras Contrib. Sociais e Econômicas;3814,152206;0,005239621;;;;
2005;4600.01;Rec. Partic. Seguro DPVAT;994,58099;0,001366287;;;;
2005;4600.02;AFRMM ;983,5810864;0,001351176;;;;
2005;4600.03;Cide-Remessas;633,1921176;0,000869836;;;;
2005;4600.04;Contr. s/ Rec. Empr. Telecomun.;795,1770326;0,00109236;;;;
2005;4600.05;Contribuição S/Rec.Concess.Permiss.Energ.Elet;200,7823327;0,000275821;;;;
2005;4600.06;Contrib. s/ as Lojas Francas;98,05734664;0,000134704;;;;
2005;4600.07;Contrib. s/ Faturam. Empres. Informática ;70,61151477;9,70013E-05;;;;
2005;4600.08;CONDECINE;36,12145613;4,96212E-05;;;;
2005;4600.09;Contrib. s/ a Arrec. Fundos de Investim. Regionais;1,3501844;1,85479E-06;;;;
2005;4600.10;Contribuição p/ o Fomento da Radiodifusão Pública;0;0;;;;
2005;4600.11;Contribuição s/ Apostas em Competições Hípicas;0,37222657;5,11339E-07;;;;
2005;4600.12;Contribuição s/ Jogos de Bingo;0,32591759;4,47723E-07;;;;
2005;5000;Tributos sobre Transações Financeiras;34967,36321;0,048035771;;;;
2005;5100;Tributos sobre Débitos e Créditos Bancários;29000,99836;0,039839587;;;;
2005;5100.01;CPMF;29000,99836;0,039839587;;;;
2005;5200;Outros;5966,364846;0,008196184;;;;
2005;5200.01;IOF;5966,364846;0,008196184;;;;
2005;9000;Outros Tributos;521,055911;0,000715791;;;;
2005;9000.01;Receita da Dívida Ativa Outros Trib e Contrib;273,8527299;0,0003762;;;;
2005;9000.02;Adic. s/ Pass. Aéreas Domést.;0,18524981;2,54484E-07;;;;
2005;9000.03;Contribuição para o PIN ;21,43281286;2,94429E-05;;;;
2005;9000.05;PROTERRA;14,28854375;1,96286E-05;;;;
2005;9000.06;Reserva Global de Reversão ;45,64291691;6,27011E-05;;;;
2005;9000.07;Outras Contribuições Sociais ;165,6536578;0,000227564;;;;
2005;9000.08;Outras Contribuições Econômicas ;0;0;;;;
2005;9000.09;Contribuição p o Ensino Fundamental;0;0;;;;
2006;0;Total da Receita Tributária;802036,0371;1;;;;
2006;1000;Tributos sobre a Renda;163892,2377;0,204345229;;;;
2006;1100;Pessoa Física;52663,0961;0,065661758;;;;
2006;1100.01;IRPF;7914,276666;0,009867732;;;;
2006;1100.02;IRRF - Trabalho União;30018,74687;0,037428177;;;;
2006;1100.03;IRRF - Estados;9898,034657;0,012341135;;;;
2006;1100.04;IRRF - Municípios;3299,077408;0,004113378;;;;
2006;1100.05;Contrib. s/ Concursos e Prognósticos;1532,960496;0,001911336;;;;
2006;1200;Pessoa Jurídica;78594,67296;0,097993942;;;;
2006;1200.01;IRPJ;51954,76216;0,064778588;;;;
2006;1200.02;CSLL;26639,9108;0,033215354;;;;
2006;1900;Retenções não Alocáveis;32634,46868;0,040689529;;;;
2006;1900.01;IRRF - Não Residentes;7435,52826;0,009270816;;;;
2006;1900.02;IRRF - Capital;21267,0398;0,026516315;;;;
2006;1900.03;IRRF - Outros;3931,900616;0,004902399;;;;
2006;2000;Tributos sobre a Folha de Salários;205691,4217;0,256461571;;;;
2006;2100;Previdência Social;149527,3515;0,186434704;;;;
2006;2110;Empregador;103892,3064;0,129535709;;;;
2006;2110.01;Contrib. para o INSS - Patronal;86157,66358;0,107423681;;;;
2006;2110.02;CPSS - Parcela Governo;7088,864179;0,008838586;;;;
2006;2110.03;Previd. dos Estados - Governo;8564,348791;0,010678259;;;;
2006;2110.04;Previd. dos Municípios - Governo;2081,429859;0,002595182;;;;
2006;2120;Empregado;45635,04509;0,056898996;;;;
2006;2120.01;Contrib. para o INSS - Empregado;34717,54637;0,043286766;;;;
2006;2120.02;CPSS - Parcela Servidor;4907,480248;0,006118778;;;;
2006;2120.03;Previd. dos Estados - Servidor;3806,275484;0,004745766;;;;
2006;2120.04;Previd. dos Municípios - Servidor;925,055207;0,001153384;;;;
2006;2120.05;Contrib. p/ Custeio das Pensões Militares;1276,455258;0,001591519;;;;
2006;2120.06;Contribuição Voluntária  Montepio Civil ;2,23252566;2,78357E-06;;;;
2006;2200;Seguro Desemprego;39336,72815;0,049046086;;;;
2006;2200.01;FGTS;39336,72815;0,049046086;;;;
2006;2900;Outros;16827,34206;0,020980781;;;;
2006;2900.01;Salário Educação;6925,957468;0,008635469;;;;
2006;2900.02;"Sistema ""S""";5532,973473;0,006898659;;;;
2006;2900.03;PIS - Folha de pagamento;311,8095966;0,000388773;;;;
2006;2900.04;Pasep;3567,041763;0,004447483;;;;
2006;2900.05;Cota-Parte Contrib. Sindical;249,9785252;0,00031168;;;;
2006;2900.06;Contrib. p/ Ensino Aeroviario;50,51545203;6,2984E-05;;;;
2006;2900.07;Contrib. p/ Ensino Profiss. Maritimo;59,58395612;7,42909E-05;;;;
2006;2900.08;Contrib. Rurais;129,4818278;0,000161441;;;;
2006;2900.09;Contribuição para o Fundo de Saúde - PMDF/BMDF;0;0;;;;
2006;3000;Tributos sobre a Propriedade;28015,98602;0,034931081;;;;
2006;3100;Propriedade Imobiliária (urbana e rural) ;12105,48572;0,015093444;;;;
2006;3100.01;ITR;290,2916851;0,000361943;;;;
2006;3100.02;IPTU;11815,19403;0,0147315;;;;
2006;3200;Propriedade de Veículos Automotores;12309,34713;0,015347623;;;;
2006;3200.01;IPVA;12309,34713;0,015347623;;;;
2006;3300;Transferências Patrimoniais;3601,153165;0,004490014;;;;
2006;3300.01;ITCD;968,9700489;0,001208138;;;;
2006;3300.02;ITBI;2632,183116;0,003281876;;;;
2006;4000;Tributos sobre Bens e Serviços;365394,6525;0,455583834;;;;
2006;4100;Gerais ;262912,9916;0,327806956;;;;
2006;4100.01;ICMS - Exceto Seletivos;118670,2063;0,14796119;;;;
2006;4100.02;IPI - Exceto Seletivos;17509,70576;0,02183157;;;;
2006;4100.03;Cofins;89302,60882;0,111344883;;;;
2006;4100.04;PIS;19581,79977;0,024415112;;;;
2006;4100.05;Imposto sobre Serviços (ISS);17848,67094;0,022254201;;;;
2006;4200;Seletivos;68512,8852;0,085423699;;;;
2006;4210;Automóveis;4316,973225;0,005382518;;;;
2006;4210.01;IPI - Automóveis;4316,973225;0,005382518;;;;
2006;4220;Bebidas;2634,64353;0,003284944;;;;
2006;4220.01;IPI - Bebidas;2634,64353;0,003284944;;;;
2006;4230;Combustíveis;40521,19055;0,050522905;;;;
2006;4230.01;CIDE - Combustíveis;7820,948553;0,009751368;;;;
2006;4230.02;ICMS - Combustíveis;32700,242;0,040771537;;;;
2006;4240;Energia Elétrica;18638,159;0,023238556;;;;
2006;4240.01;ICMS - Energia Elétrica;18638,159;0,023238556;;;;
2006;4250;Tabaco;2401,918892;0,002994777;;;;
2006;4250.01;IPI - Tabaco;2401,918892;0,002994777;;;;
2006;4300;Comércio Exterior;9859,601198;0,012293215;;;;
2006;4300.01;Imposto sobre Importação;9817,236905;0,012240394;;;;
2006;4300.02;Imposto sobre Exportação;42,36429256;5,28209E-05;;;;
2006;4400;Taxas - Prest. Serviços e Poder Polícia;19308,15632;0,024073926;;;;
2006;4400.01;Taxas Federais;3254,920063;0,004058321;;;;
2006;4400.02;Outros Tributos Estaduais;10310,16059;0,012854984;;;;
2006;4400.03;Outros Tributos Municipais;5743,075665;0,00716062;;;;
2006;4500;Contribuições Previdenciárias;497,6556286;0,00062049;;;;
2006;4500.01;Contrib. Previdenciária sobre Faturamento;0;0;;;;
2006;4500.02;Adicional à Contribuição Previdenciária;497,6556286;0,00062049;;;;
2006;4600;Outras Contrib. Sociais e Econômicas;4303,362542;0,005365548;;;;
2006;4600.01;Rec. Partic. Seguro DPVAT;1450,311564;0,001808287;;;;
2006;4600.02;AFRMM ;910,4872117;0,00113522;;;;
2006;4600.03;Cide-Remessas;662,7060507;0,00082628;;;;
2006;4600.04;Contr. s/ Rec. Empr. Telecomun.;804,3215976;0,00100285;;;;
2006;4600.05;Contribuição S/Rec.Concess.Permiss.Energ.Elet;258,6269815;0,000322463;;;;
2006;4600.06;Contrib. s/ as Lojas Francas;110,5208938;0,0001378;;;;
2006;4600.07;Contrib. s/ Faturam. Empres. Informática ;70,77217407;8,82406E-05;;;;
2006;4600.08;CONDECINE;34,58442975;4,31208E-05;;;;
2006;4600.09;Contrib. s/ a Arrec. Fundos de Investim. Regionais;0,42901892;5,34912E-07;;;;
2006;4600.10;Contribuição p/ o Fomento da Radiodifusão Pública;0;0;;;;
2006;4600.11;Contribuição s/ Apostas em Competições Hípicas;0,42455971;5,29352E-07;;;;
2006;4600.12;Contribuição s/ Jogos de Bingo;0,17805987;2,2201E-07;;;;
2006;5000;Tributos sobre Transações Financeiras;38677,00938;0,048223531;;;;
2006;5100;Tributos sobre Débitos e Créditos Bancários;31937,22599;0,039820188;;;;
2006;5100.01;CPMF;31937,22599;0,039820188;;;;
2006;5200;Outros;6739,783381;0,008403342;;;;
2006;5200.01;IOF;6739,783381;0,008403342;;;;
2006;9000;Outros Tributos;364,7297504;0,000454755;;;;
2006;9000.01;Receita da Dívida Ativa Outros Trib e Contrib;308,352649;0,000384462;;;;
2006;9000.02;Adic. s/ Pass. Aéreas Domést.;0,33411718;4,16586E-07;;;;
2006;9000.03;Contribuição para o PIN ;10,14905804;1,26541E-05;;;;
2006;9000.05;PROTERRA;6,7660402;8,43608E-06;;;;
2006;9000.06;Reserva Global de Reversão ;38,10648925;4,75122E-05;;;;
2006;9000.07;Outras Contribuições Sociais ;1,02139669;1,2735E-06;;;;
2006;9000.08;Outras Contribuições Econômicas ;0;0;;;;
2006;9000.09;Contribuição p o Ensino Fundamental;0;0;;;;
2007;0;Total da Receita Tributária;915110,207;1;;;;
2007;1000;Tributos sobre a Renda;194945,0582;0,21302905;;;;
2007;1100;Pessoa Física;62227,35394;0,067999847;;;;
2007;1100.01;IRPF;12705,53124;0,013884154;;;;
2007;1100.02;IRRF - Trabalho União;32269,64946;0,035263129;;;;
2007;1100.03;IRRF - Estados;11341,41895;0,012393501;;;;
2007;1100.04;IRRF - Municípios;4019,816116;0,004392713;;;;
2007;1100.05;Contrib. s/ Concursos e Prognósticos;1890,938174;0,00206635;;;;
2007;1200;Pessoa Jurídica;99061,61398;0,108251021;;;;
2007;1200.01;IRPJ;65766,9453;0,071867787;;;;
2007;1200.02;CSLL;33294,66868;0,036383234;;;;
2007;1900;Retenções não Alocáveis;33656,09025;0,036778183;;;;
2007;1900.01;IRRF - Não Residentes;7868,261969;0,008598158;;;;
2007;1900.02;IRRF - Capital;21383,85341;0,023367517;;;;
2007;1900.03;IRRF - Outros;4403,974868;0,004812508;;;;
2007;2000;Tributos sobre a Folha de Salários;232588,7223;0,254164712;;;;
2007;2100;Previdência Social;170318,7223;0,186118263;;;;
2007;2110;Empregador;118332,3711;0,129309421;;;;
2007;2110.01;Contrib. para o INSS - Patronal;98087,2219;0,10718624;;;;
2007;2110.02;CPSS - Parcela Governo;8263,63743;0,00903021;;;;
2007;2110.03;Previd. dos Estados - Governo;9283,733338;0,010144935;;;;
2007;2110.04;Previd. dos Municípios - Governo;2697,778422;0,002948037;;;;
2007;2120;Empregado;51986,3512;0,056808842;;;;
2007;2120.01;Contrib. para o INSS - Empregado;39693,2434;0,04337537;;;;
2007;2120.02;CPSS - Parcela Servidor;5648,457491;0,006172434;;;;
2007;2120.03;Previd. dos Estados - Servidor;4136,275504;0,004519975;;;;
2007;2120.04;Previd. dos Municípios - Servidor;1201,968475;0,001313469;;;;
2007;2120.05;Contrib. p/ Custeio das Pensões Militares;1304,282637;0,001425274;;;;
2007;2120.06;Contribuição Voluntária  Montepio Civil ;2,12370033;2,3207E-06;;;;
2007;2200;Seguro Desemprego;43601,49579;0,047646169;;;;
2007;2200.01;FGTS;43601,49579;0,047646169;;;;
2007;2900;Outros;18668,50425;0,02040028;;;;
2007;2900.01;Salário Educação;7088,550548;0,007746117;;;;
2007;2900.02;"Sistema ""S""";6591,550171;0,007203012;;;;
2007;2900.03;PIS - Folha de pagamento;347,499018;0,000379735;;;;
2007;2900.04;Pasep;4048,836817;0,004424425;;;;
2007;2900.05;Cota-Parte Contrib. Sindical;287,5738661;0,000314251;;;;
2007;2900.06;Contrib. p/ Ensino Aeroviario;78,16146594;8,54121E-05;;;;
2007;2900.07;Contrib. p/ Ensino Profiss. Maritimo;72,10721923;7,87962E-05;;;;
2007;2900.08;Contrib. Rurais;154,2251437;0,000168532;;;;
2007;2900.09;Contribuição para o Fundo de Saúde - PMDF/BMDF;0;0;;;;
2007;3000;Tributos sobre a Propriedade;32356,26552;0,03535778;;;;
2007;3100;Propriedade Imobiliária (urbana e rural) ;13139,61252;0,014358503;;;;
2007;3100.01;ITR;317,3514908;0,00034679;;;;
2007;3100.02;IPTU;12822,26103;0,014011712;;;;
2007;3200;Propriedade de Veículos Automotores;14626,85764;0,015983712;;;;
2007;3200.01;IPVA;14626,85764;0,015983712;;;;
2007;3300;Transferências Patrimoniais;4589,795359;0,005015566;;;;
2007;3300.01;ITCD;1207,208727;0,001319195;;;;
2007;3300.02;ITBI;3382,586632;0,003696371;;;;
2007;4000;Tributos sobre Bens e Serviços;409453,0418;0,447435772;;;;
2007;4100;Gerais ;297251,7814;0,324826211;;;;
2007;4100.01;ICMS - Exceto Seletivos;133505,939;0,145890558;;;;
2007;4100.02;IPI - Exceto Seletivos;20660,1822;0,022576715;;;;
2007;4100.03;Cofins;100946,4178;0,110310668;;;;
2007;4100.04;PIS;21465,78936;0,023457054;;;;
2007;4100.05;Imposto sobre Serviços (ISS);20673,45311;0,022591217;;;;
2007;4200;Seletivos;72264,85405;0,078968471;;;;
2007;4210;Automóveis;5238,001572;0,005723902;;;;
2007;4210.01;IPI - Automóveis;5238,001572;0,005723902;;;;
2007;4220;Bebidas;2594,550213;0,002835233;;;;
2007;4220.01;IPI - Bebidas;2594,550213;0,002835233;;;;
2007;4230;Combustíveis;41788,63224;0,045665136;;;;
2007;4230.01;CIDE - Combustíveis;7942,665244;0,008679463;;;;
2007;4230.02;ICMS - Combustíveis;33845,967;0,036985673;;;;
2007;4240;Energia Elétrica;19838,085;0,021678356;;;;
2007;4240.01;ICMS - Energia Elétrica;19838,085;0,021678356;;;;
2007;4250;Tabaco;2805,585021;0,003065844;;;;
2007;4250.01;IPI - Tabaco;2805,585021;0,003065844;;;;
2007;4300;Comércio Exterior;12217,9285;0,013351319;;;;
2007;4300.01;Imposto sobre Importação;12157,07645;0,013284822;;;;
2007;4300.02;Imposto sobre Exportação;60,85205104;6,6497E-05;;;;
2007;4400;Taxas - Prest. Serviços e Poder Polícia;21143,47916;0,023104845;;;;
2007;4400.01;Taxas Federais;3517,436819;0,00384373;;;;
2007;4400.02;Outros Tributos Estaduais;11416,09232;0,012475101;;;;
2007;4400.03;Outros Tributos Municipais;6209,950022;0,006786013;;;;
2007;4500;Contribuições Previdenciárias;589,9091017;0,000644632;;;;
2007;4500.01;Contrib. Previdenciária sobre Faturamento;0;0;;;;
2007;4500.02;Adicional à Contribuição Previdenciária;589,9091017;0,000644632;;;;
2007;4600;Outras Contrib. Sociais e Econômicas;5985,089602;0,006540294;;;;
2007;4600.01;Rec. Partic. Seguro DPVAT;1895,712452;0,002071567;;;;
2007;4600.02;AFRMM ;1380,926689;0,001509028;;;;
2007;4600.03;Cide-Remessas;804,8638909;0,000879527;;;;
2007;4600.04;Contr. s/ Rec. Empr. Telecomun.;935,2753319;0,001022036;;;;
2007;4600.05;Contribuição S/Rec.Concess.Permiss.Energ.Elet;722,7368179;0,000789781;;;;
2007;4600.06;Contrib. s/ as Lojas Francas;125,4415008;0,000137078;;;;
2007;4600.07;Contrib. s/ Faturam. Empres. Informática ;80,12301443;8,75556E-05;;;;
2007;4600.08;CONDECINE;38,76862044;4,2365E-05;;;;
2007;4600.09;Contrib. s/ a Arrec. Fundos de Investim. Regionais;0,66673016;7,28579E-07;;;;
2007;4600.10;Contribuição p/ o Fomento da Radiodifusão Pública;0;0;;;;
2007;4600.11;Contribuição s/ Apostas em Competições Hípicas;0,48594165;5,3102E-07;;;;
2007;4600.12;Contribuição s/ Jogos de Bingo;0,08861213;9,68322E-08;;;;
2007;5000;Tributos sobre Transações Financeiras;44140,36351;0,048235025;;;;
2007;5100;Tributos sobre Débitos e Créditos Bancários;36322,62165;0,039692074;;;;
2007;5100.01;CPMF;36322,62165;0,039692074;;;;
2007;5200;Outros;7817,741856;0,008542951;;;;
2007;5200.01;IOF;7817,741856;0,008542951;;;;
2007;9000;Outros Tributos;1626,755629;0,001777661;;;;
2007;9000.01;Receita da Dívida Ativa Outros Trib e Contrib;1553,994314;0,00169815;;;;
2007;9000.02;Adic. s/ Pass. Aéreas Domést.;0,6689509;7,31006E-07;;;;
2007;9000.03;Contribuição para o PIN ;19,22354405;2,10068E-05;;;;
2007;9000.05;PROTERRA;12,8156976;1,40045E-05;;;;
2007;9000.06;Reserva Global de Reversão ;39,69128065;4,33732E-05;;;;
2007;9000.07;Outras Contribuições Sociais ;0,36184237;3,95409E-07;;;;
2007;9000.08;Outras Contribuições Econômicas ;0;0;;;;
2007;9000.09;Contribuição p o Ensino Fundamental;0;0;;;;
2008;0;Total da Receita Tributária;1041894,047;1;;;;
2008;1000;Tributos sobre a Renda;236895,0488;0,227369615;;;;
2008;1100;Pessoa Física;75840,07399;0,072790582;;;;
2008;1100.01;IRPF;13913,51033;0,013354055;;;;
2008;1100.02;IRRF - Trabalho União;41581,15308;0,039909195;;;;
2008;1100.03;IRRF - Estados;13334,11259;0,012797954;;;;
2008;1100.04;IRRF - Municípios;4962,750432;0,004763201;;;;
2008;1100.05;Contrib. s/ Concursos e Prognósticos;2048,547556;0,001966176;;;;
2008;1200;Pessoa Jurídica;120478,5539;0,11563417;;;;
2008;1200.01;IRPJ;78694,33715;0,075530077;;;;
2008;1200.02;CSLL;41784,21677;0,040104094;;;;
2008;1900;Retenções não Alocáveis;40576,42087;0,038944863;;;;
2008;1900.01;IRRF - Não Residentes;9910,358076;0,009511867;;;;
2008;1900.02;IRRF - Capital;25428,0837;0,024405633;;;;
2008;1900.03;IRRF - Outros;5237,97909;0,005027363;;;;
2008;2000;Tributos sobre a Folha de Salários;264979,7086;0,254325005;;;;
2008;2100;Previdência Social;191920,069;0,184203057;;;;
2008;2110;Empregador;132851,0239;0,12750915;;;;
2008;2110.01;Contrib. para o INSS - Patronal;112800,5579;0,108264903;;;;
2008;2110.02;CPSS - Parcela Governo;9441,332965;0,009061702;;;;
2008;2110.03;Previd. dos Estados - Governo;7843,468194;0,007528086;;;;
2008;2110.04;Previd. dos Municípios - Governo;2765,664784;0,002654459;;;;
2008;2120;Empregado;59069,04515;0,056693908;;;;
2008;2120.01;Contrib. para o INSS - Empregado;46143,20078;0,044287805;;;;
2008;2120.02;CPSS - Parcela Servidor;6627,122861;0,00636065;;;;
2008;2120.03;Previd. dos Estados - Servidor;3536,700163;0,003394491;;;;
2008;2120.04;Previd. dos Municípios - Servidor;1247,066585;0,001196923;;;;
2008;2120.05;Contrib. p/ Custeio das Pensões Militares;1512,857015;0,001452026;;;;
2008;2120.06;Contribuição Voluntária  Montepio Civil ;2,09775034;2,0134E-06;;;;
2008;2200;Seguro Desemprego;50517,60401;0,048486316;;;;
2008;2200.01;FGTS;50517,60401;0,048486316;;;;
2008;2900;Outros;22542,03555;0,021635631;;;;
2008;2900.01;Salário Educação;8776,362279;0,008423469;;;;
2008;2900.02;"Sistema ""S""";7826,379502;0,007511685;;;;
2008;2900.03;PIS - Folha de pagamento;399,1932733;0,000383142;;;;
2008;2900.04;Pasep;4903,08014;0,00470593;;;;
2008;2900.05;Cota-Parte Contrib. Sindical;299,4263936;0,000287387;;;;
2008;2900.06;Contrib. p/ Ensino Aeroviario;90,26860312;8,66389E-05;;;;
2008;2900.07;Contrib. p/ Ensino Profiss. Maritimo;75,45404691;7,24201E-05;;;;
2008;2900.08;Contrib. Rurais;171,8713158;0,00016496;;;;
2008;2900.09;Contribuição para o Fundo de Saúde - PMDF/BMDF;0;0;;;;
2008;3000;Tributos sobre a Propriedade;36984,37976;0,035497256;;;;
2008;3100;Propriedade Imobiliária (urbana e rural) ;14204,17072;0,013633028;;;;
2008;3100.01;ITR;402,0999036;0,000385932;;;;
2008;3100.02;IPTU;13802,07082;0,013247096;;;;
2008;3200;Propriedade de Veículos Automotores;17035,37404;0,01635039;;;;
2008;3200.01;IPVA;17035,37404;0,01635039;;;;
2008;3300;Transferências Patrimoniais;5744,835003;0,005513838;;;;
2008;3300.01;ITCD;1491,495062;0,001431523;;;;
2008;3300.02;ITBI;4253,339941;0,004082315;;;;
2008;4000;Tributos sobre Bens e Serviços;482863,9259;0,463448205;;;;
2008;4100;Gerais ;356850,1219;0,342501354;;;;
2008;4100.01;ICMS - Exceto Seletivos;163048,276;0,156492185;;;;
2008;4100.02;IPI - Exceto Seletivos;24988,42689;0,023983655;;;;
2008;4100.03;Cofins;118716,7255;0,113943184;;;;
2008;4100.04;PIS;25107,91968;0,024098343;;;;
2008;4100.05;Imposto sobre Serviços (ISS);24988,77383;0,023983988;;;;
2008;4200;Seletivos;76658,10195;0,073575717;;;;
2008;4210;Automóveis;6037,42411;0,005794662;;;;
2008;4210.01;IPI - Automóveis;6037,42411;0,005794662;;;;
2008;4220;Bebidas;2492,194845;0,002391985;;;;
2008;4220.01;IPI - Bebidas;2492,194845;0,002391985;;;;
2008;4230;Combustíveis;44348,93421;0,042565685;;;;
2008;4230.01;CIDE - Combustíveis;5927,385213;0,005689048;;;;
2008;4230.02;ICMS - Combustíveis;38421,549;0,036876637;;;;
2008;4240;Energia Elétrica;20567,414;0,019740408;;;;
2008;4240.01;ICMS - Energia Elétrica;20567,414;0,019740408;;;;
2008;4250;Tabaco;3212,134784;0,003082976;;;;
2008;4250.01;IPI - Tabaco;3212,134784;0,003082976;;;;
2008;4300;Comércio Exterior;17103,99725;0,016416254;;;;
2008;4300.01;Imposto sobre Importação;17069,17588;0,016382833;;;;
2008;4300.02;Imposto sobre Exportação;34,82137046;3,34212E-05;;;;
2008;4400;Taxas - Prest. Serviços e Poder Polícia;24301,2075;0,023324068;;;;
2008;4400.01;Taxas Federais;4157,764572;0,003990583;;;;
2008;4400.02;Outros Tributos Estaduais;13435,68729;0,012895445;;;;
2008;4400.03;Outros Tributos Municipais;6707,755638;0,00643804;;;;
2008;4500;Contribuições Previdenciárias;657,4077827;0,000630974;;;;
2008;4500.01;Contrib. Previdenciária sobre Faturamento;0;0;;;;
2008;4500.02;Adicional à Contribuição Previdenciária;657,4077827;0,000630974;;;;
2008;4600;Outras Contrib. Sociais e Econômicas;7293,089535;0,006999838;;;;
2008;4600.01;Rec. Partic. Seguro DPVAT;2306,82458;0,002214068;;;;
2008;4600.02;AFRMM ;2305,042064;0,002212357;;;;
2008;4600.03;Cide-Remessas;916,9175366;0,000880049;;;;
2008;4600.04;Contr. s/ Rec. Empr. Telecomun.;1065,337104;0,0010225;;;;
2008;4600.05;Contribuição S/Rec.Concess.Permiss.Energ.Elet;419,0062975;0,000402158;;;;
2008;4600.06;Contrib. s/ as Lojas Francas;139,8522405;0,000134229;;;;
2008;4600.07;Contrib. s/ Faturam. Empres. Informática ;93,82263795;9,00501E-05;;;;
2008;4600.08;CONDECINE;44,73085902;4,29323E-05;;;;
2008;4600.09;Contrib. s/ a Arrec. Fundos de Investim. Regionais;0,98911389;9,49342E-07;;;;
2008;4600.10;Contribuição p/ o Fomento da Radiodifusão Pública;0;0;;;;
2008;4600.11;Contribuição s/ Apostas em Competições Hípicas;0,56116173;5,38598E-07;;;;
2008;4600.12;Contribuição s/ Jogos de Bingo;0,0059396;5,70077E-09;;;;
2008;5000;Tributos sobre Transações Financeiras;21143,28711;0,020293126;;;;
2008;5100;Tributos sobre Débitos e Créditos Bancários;974,8056271;0,000935609;;;;
2008;5100.01;CPMF;974,8056271;0,000935609;;;;
2008;5200;Outros;20168,48148;0,019357517;;;;
2008;5200.01;IOF;20168,48148;0,019357517;;;;
2008;9000;Outros Tributos;-972,3028189;-0,000933207;;;;
2008;9000.01;Receita da Dívida Ativa Outros Trib e Contrib;-1049,915248;-0,001007699;;;;
2008;9000.02;Adic. s/ Pass. Aéreas Domést.;0,14911018;1,43115E-07;;;;
2008;9000.03;Contribuição para o PIN ;20,76149063;1,99267E-05;;;;
2008;9000.05;PROTERRA;13,84099542;1,32845E-05;;;;
2008;9000.06;Reserva Global de Reversão ;42,71454623;4,0997E-05;;;;
2008;9000.07;Outras Contribuições Sociais ;0,14628698;1,40405E-07;;;;
2008;9000.08;Outras Contribuições Econômicas ;0;0;;;;
2008;9000.09;Contribuição p o Ensino Fundamental;0;0;;;;
2009;0;Total da Receita Tributária;1068717,084;1;;;;
2009;1000;Tributos sobre a Renda;236898,7053;0,221666434;;;;
2009;1100;Pessoa Física;76461,60118;0,071545222;;;;
2009;1100.01;IRPF;13625,10753;0,012749031;;;;
2009;1100.02;IRRF - Trabalho União;42538,82362;0,039803634;;;;
2009;1100.03;IRRF - Estados;12906,11871;0,012076272;;;;
2009;1100.04;IRRF - Municípios;4894,197645;0,004579507;;;;
2009;1100.05;Contrib. s/ Concursos e Prognósticos;2497,35368;0,002336777;;;;
2009;1200;Pessoa Jurídica;120766,9897;0,113001833;;;;
2009;1200.01;IRPJ;77343,23116;0,072370165;;;;
2009;1200.02;CSLL;43423,75855;0,040631669;;;;
2009;1900;Retenções não Alocáveis;39670,11437;0,037119379;;;;
2009;1900.01;IRRF - Não Residentes;10873,89041;0,010174714;;;;
2009;1900.02;IRRF - Capital;23230,81778;0,021737107;;;;
2009;1900.03;IRRF - Outros;5565,406181;0,005207558;;;;
2009;2000;Tributos sobre a Folha de Salários;296331,6978;0,277277965;;;;
2009;2100;Previdência Social;214774,896;0,200965157;;;;
2009;2110;Empregador;148099,354;0,138576763;;;;
2009;2110.01;Contrib. para o INSS - Patronal;126285,6238;0,118165627;;;;
2009;2110.02;CPSS - Parcela Governo;10952,85393;0,0102486;;;;
2009;2110.03;Previd. dos Estados - Governo;7879,260523;0,007372635;;;;
2009;2110.04;Previd. dos Municípios - Governo;2981,615737;0,002789902;;;;
2009;2120;Empregado;66675,54204;0,062388394;;;;
2009;2120.01;Contrib. para o INSS - Empregado;52459,08587;0,049086037;;;;
2009;2120.02;CPSS - Parcela Servidor;7557,988577;0,00707202;;;;
2009;2120.03;Previd. dos Estados - Servidor;3609,374797;0,003377297;;;;
2009;2120.04;Previd. dos Municípios - Servidor;1365,834861;0,001278014;;;;
2009;2120.05;Contrib. p/ Custeio das Pensões Militares;1681,260718;0,001573158;;;;
2009;2120.06;Contribuição Voluntária  Montepio Civil ;1,99722497;1,86881E-06;;;;
2009;2200;Seguro Desemprego;57183,49291;0,053506671;;;;
2009;2200.01;FGTS;57183,49291;0,053506671;;;;
2009;2900;Outros;24373,30881;0,022806138;;;;
2009;2900.01;Salário Educação;9588,932865;0,008972377;;;;
2009;2900.02;"Sistema ""S""";8523,518167;0,007975467;;;;
2009;2900.03;PIS - Folha de pagamento;462,1045658;0,000432392;;;;
2009;2900.04;Pasep;5137,170782;0,004806858;;;;
2009;2900.05;Cota-Parte Contrib. Sindical;314,6348437;0,000294404;;;;
2009;2900.06;Contrib. p/ Ensino Aeroviario;92,99847607;8,70188E-05;;;;
2009;2900.07;Contrib. p/ Ensino Profiss. Maritimo;88,98381139;8,32623E-05;;;;
